#
# This file contains a Fisher matrix created with the CosmicFish code.
#
# The parameters of this Fisher matrix are:
#
#    1    omegabh2    \Omega_b h^2       0.2260000000000000E-01
#    2    omegach2    \Omega_c h^2       0.1120000000000000E+00
#    3    h    h       0.7000000000000000E+00
#    4    logA    {\rm{ln}}(10^{10} A_s)       0.3044522437723423E+01
#    5    ns    n_s       0.9600000000000000E+00
#    6    tau    \tau       0.9000000000000000E-01
#    7    Bias_W_13    b_{13}       0.1000000000000000E+01
#    8    Bias_W_14    b_{14}       0.1000000000000000E+01
#    9    Bias_W_15    b_{15}       0.1000000000000000E+01
#   10    Bias_W_16    b_{16}       0.1000000000000000E+01
#   11    Bias_W_17    b_{17}       0.1000000000000000E+01
#   12    Bias_W_18    b_{18}       0.1000000000000000E+01
#   13    Bias_W_19    b_{19}       0.1000000000000000E+01
#   14    Bias_W_20    b_{20}       0.1000000000000000E+01
#   15    Bias_W_21    b_{21}       0.1000000000000000E+01
#   16    Bias_W_22    b_{22}       0.1000000000000000E+01
#   17    Bias_W_23    b_{23}       0.1000000000000000E+01
#   18    Bias_W_24    b_{24}       0.1000000000000000E+01
#   19    alpha_SN    \alpha_{\rm SN}       0.1410000000000000E+00
#   20    beta_SN    \beta_{\rm SN}       0.3101000000000000E+01
#   21    M0_SN    M_0^{\rm SN}       0.1905000000000000E+02
#   22    EFTOmega0    \Omega_0^{\rm EFT}       0.1000000000000000E+00
#   23    EFTGamma10    \gamma_0^{(1) {\rm EFT}}       0.0000000000000000E+00
#   24    EFTGamma20    \gamma_0^{(2) {\rm EFT}}       0.0000000000000000E+00
#   25    EFTGamma30    \gamma_0^{(3) {\rm EFT}}       0.0000000000000000E+00
#

     0.5242923810283358E+10    -0.2863911560798655E+10    -0.1727504543225338E+09    -0.9122270348588128E+08    -0.2387292887230170E+09    -0.7800243986265351E+08    -0.4072453273677061E+08    -0.3223733777556414E+08    -0.3090538399207549E+08    -0.2802232773982034E+08    -0.2482485985422621E+08    -0.2107749923222917E+08    -0.1771385921339412E+08    -0.1485287310439298E+08    -0.1285416564125485E+08    -0.1061429024590789E+08    -0.9094207329832157E+07    -0.7875083229327742E+07     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00     0.3338082520767877E+09     0.6947673840897509E+02     0.4988906363923683E+05     0.7087346204123732E+09
    -0.2863911560798655E+10     0.2546819083743121E+10     0.6570052302136105E+07     0.1129162685563428E+09     0.2779235669509362E+09     0.2334452819699496E+08     0.4124631366500352E+08     0.2736249776898571E+08     0.2175875563554882E+08     0.1811757845080243E+08     0.1680808562815848E+08     0.1529154618416387E+08     0.1381806473383722E+08     0.1226520575778594E+08     0.1097923763525785E+08     0.9321110424605193E+07     0.8140772060274922E+07     0.7343503363136692E+07     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.3560496103485394E+09     0.4590555600576080E+03     0.1948850230389775E+06    -0.6991874202894678E+09
    -0.1727504543225338E+09     0.6570052302136092E+07     0.3421740844038411E+08    -0.5575249934673372E+07    -0.9979551910760142E+07     0.5271486755276144E+07    -0.1109141707447821E+07     0.1463314575540531E+06     0.1026659311944818E+07     0.1241739875077245E+07     0.9269292336337547E+06     0.5649090536762895E+06     0.2720102460212882E+06     0.8602313837811042E+05    -0.1464100451305420E+05    -0.6063636486329808E+05    -0.1034423514720545E+06    -0.1341998879744187E+06     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00     0.1532660765647379E+08    -0.1211595988151093E+03    -0.4997336775612106E+05     0.2002246322298178E+08
    -0.9122270348588128E+08     0.1129162685563428E+09    -0.5575249934673372E+07     0.1135758152544645E+08     0.1897816216854649E+08    -0.7284771990896624E+07     0.2157430480887369E+07     0.1617287118590445E+07     0.1468796034808140E+07     0.1319565778519148E+07     0.1218434244109573E+07     0.1088236959049389E+07     0.9646848557357871E+06     0.8468357923352646E+06     0.7547562107681815E+06     0.6419482720406408E+06     0.5584791450042692E+06     0.4986220461907928E+06     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.2080848586760269E+08     0.2367955422498437E+02     0.4451960782240409E+04    -0.4213291901749188E+08
    -0.2387292887230170E+09     0.2779235669509362E+09    -0.9979551910760142E+07     0.1897816216854649E+08     0.4765845340312990E+08    -0.5464867855687878E+07     0.8329851364569326E+07     0.4990854131835924E+07     0.3821111371315448E+07     0.2972218863725415E+07     0.2427729570489644E+07     0.1930282754053328E+07     0.1532571188352670E+07     0.1214048842219369E+07     0.9930592818005211E+06     0.7805082703948941E+06     0.6424340159538749E+06     0.5548799393821229E+06     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.4530657747768063E+08     0.3203731965935922E+02     0.1032201310306186E+05    -0.9201684710499181E+08
    -0.7800243986265351E+08     0.2334452819699496E+08     0.5271486755276144E+07    -0.7284771990896624E+07    -0.5464867855687875E+07     0.1402627727953967E+08    -0.2790053427901517E+04    -0.1852232062721081E+04    -0.1349725463068529E+04    -0.9186443977880340E+03    -0.7107846787781963E+03    -0.5852553310106836E+03    -0.5274202631424948E+03    -0.4929235286681957E+03    -0.4569563560722719E+03    -0.3773444620253081E+03    -0.2897246622041263E+03    -0.2408134625584176E+03     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00     0.1214872959907244E+07    -0.2820315394926751E+02    -0.5506268196552245E+03     0.1754558476900878E+07
    -0.4072453273677061E+08     0.4124631366500352E+08    -0.1109141707447821E+07     0.2157430480887369E+07     0.8329851364569330E+07    -0.2790053427901517E+04     0.4352016594814678E+07     0.5052187858286893E+03     0.7044584314996700E+02     0.1131321896480350E+03     0.1051954254674327E+03     0.7806861242256986E+02     0.4082372055556591E+02     0.1373896753626066E+02    -0.2669054999032375E+01    -0.9296513102757240E+01    -0.1321219060639938E+02    -0.1435912904568495E+02     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.6411260764385348E+07    -0.1025531433154440E+00     0.8022929581281147E+03    -0.1298747051157990E+08
    -0.3223733777556414E+08     0.2736249776898572E+08     0.1463314575540530E+06     0.1617287118590445E+07     0.4990854131835924E+07    -0.1852232062721081E+04     0.5052187858286905E+03     0.3553414879000859E+07     0.4004270811556692E+04     0.2323535304401569E+04     0.2060355998012926E+04     0.1492025960652460E+04     0.7629932321152869E+03     0.2414358613308378E+03    -0.6374609868864754E+02    -0.1892731520623551E+03    -0.2526017264673525E+03    -0.2660234090649568E+03     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.4405410602919416E+07    -0.6958921444926375E+01    -0.5192879994100369E+04    -0.9453428987436939E+07
    -0.3090538399207549E+08     0.2175875563554882E+08     0.1026659311944818E+07     0.1468796034808140E+07     0.3821111371315447E+07    -0.1349725463068529E+04     0.7044584314996925E+02     0.4004270811556674E+04     0.3642035638832665E+07     0.1520330625166057E+05     0.8177022004121870E+04     0.5453972892814072E+04     0.2630139704254041E+04     0.8337036028366296E+03    -0.1663097788936957E+03    -0.6215435355697477E+03    -0.8694696004290079E+03    -0.9309384631743677E+03     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.3452335854226686E+07    -0.6885913536637871E+01    -0.6743488754740338E+04    -0.8215874528791373E+07
    -0.2802232773982033E+08     0.1811757845080242E+08     0.1241739875077245E+07     0.1319565778519147E+07     0.2972218863725415E+07    -0.9186443977880339E+03     0.1131321896480349E+03     0.2323535304401553E+04     0.1520330625166057E+05     0.3546569406059029E+07     0.3007185493676625E+05     0.1346591143867669E+05     0.6046176028138252E+04     0.1933104811904500E+04    -0.1715008845742138E+03    -0.1150738818888544E+04    -0.1706754192441704E+04    -0.1875933958833180E+04     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.2665074274881396E+07    -0.9819330554617183E+01    -0.4156437080296910E+04    -0.7058011127550541E+07
