#
# This file contains a Fisher matrix created with the CosmicFish code.
#
# The parameters of this Fisher matrix are:
#
#    1    omegabh2    \Omega_b h^2       0.2260000000000000E-01
#    2    omegach2    \Omega_c h^2       0.1120000000000000E+00
#    3    h    h       0.7000000000000000E+00
#    4    logA    {\rm{ln}}(10^{10} A_s)       0.3044522437723423E+01
#    5    ns    n_s       0.9600000000000000E+00
#    6    tau    \tau       0.9000000000000000E-01
#    7    Bias_W_13    b_{13}       0.1000000000000000E+01
#    8    Bias_W_14    b_{14}       0.1000000000000000E+01
#    9    Bias_W_15    b_{15}       0.1000000000000000E+01
#   10    Bias_W_16    b_{16}       0.1000000000000000E+01
#   11    Bias_W_17    b_{17}       0.1000000000000000E+01
#   12    Bias_W_18    b_{18}       0.1000000000000000E+01
#   13    Bias_W_19    b_{19}       0.1000000000000000E+01
#   14    Bias_W_20    b_{20}       0.1000000000000000E+01
#   15    Bias_W_21    b_{21}       0.1000000000000000E+01
#   16    Bias_W_22    b_{22}       0.1000000000000000E+01
#   17    Bias_W_23    b_{23}       0.1000000000000000E+01
#   18    Bias_W_24    b_{24}       0.1000000000000000E+01
#   19    alpha_SN    \alpha_{\rm SN}       0.1410000000000000E+00
#   20    beta_SN    \beta_{\rm SN}       0.3101000000000000E+01
#   21    M0_SN    M_0^{\rm SN}       0.1905000000000000E+02
#   22    Horava_lambda    {\rm Horava}_{\lambda}       0.1000000000000000E-04
#   23    Horava_eta    {\rm Horava}_{\eta}       0.1000000000000000E-04
#

     0.5495615240632551E+10    -0.3109540948761966E+10    -0.1460712038172769E+09    -0.1118825259400466E+09    -0.2858158051906981E+09    -0.7546682269511200E+08    -0.4419385436942932E+08    -0.3695407475474026E+08    -0.3614336094410330E+08    -0.3298796279219823E+08    -0.2909495881683497E+08    -0.2466431803955073E+08    -0.2074903591874656E+08    -0.1744723207679205E+08    -0.1512928927173225E+08    -0.1249873432535033E+08    -0.1063498257339077E+08    -0.9102611456873080E+07     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.1248581730409311E+11    -0.1619042775292022E+11
    -0.3109540948761966E+10     0.2909889548665546E+10    -0.3491478360646011E+08     0.1341608328086382E+09     0.3288013231226147E+09     0.2193226164033628E+08     0.4535078731715247E+08     0.3087547457651827E+08     0.2391956810820122E+08     0.1961422360674306E+08     0.1845501070976250E+08     0.1718327248046927E+08     0.1587939638167701E+08     0.1432611579499060E+08     0.1286958789322213E+08     0.1096883618997950E+08     0.9513975501914123E+07     0.8464577246490289E+07     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00     0.2869692845927783E+11    -0.3820120439960918E+11
    -0.1460712038172769E+09    -0.3491478360646010E+08     0.3692588443996225E+08    -0.6575016237448158E+07    -0.1236897089663184E+08     0.5371563983143116E+07    -0.1330244466451471E+07     0.2879107381691545E+06     0.1533335800745259E+07     0.1837230616674358E+07     0.1363771958594710E+07     0.8235498851203766E+06     0.3898131936449943E+06     0.1193037519217965E+06    -0.6011130635775851E+04    -0.7352781566178592E+05    -0.1230542921487937E+06    -0.1545663931799566E+06     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.6157290053258981E+10     0.8478246336342190E+10
    -0.1118825259400466E+09     0.1341608328086382E+09    -0.6575016237448159E+07     0.1266451038438923E+08     0.2166588422364524E+08    -0.7492624743961975E+07     0.2352539809549580E+07     0.1839492820211343E+07     0.1671130528160177E+07     0.1499696679203841E+07     0.1386174549294104E+07     0.1245960411350835E+07     0.1113350651699197E+07     0.9843042833743425E+06     0.8789503534073528E+06     0.7488545127050505E+06     0.6472841278329811E+06     0.5708045163062484E+06     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00     0.8046801988862469E+09    -0.8697660697143946E+09
    -0.2858158051906981E+09     0.3288013231226147E+09    -0.1236897089663184E+08     0.2166588422364524E+08     0.5496535750308593E+08    -0.5492946144977660E+07     0.9147402131620225E+07     0.5753905953096798E+07     0.4418205901418731E+07     0.3441508516219540E+07     0.2820857231440573E+07     0.2264898581044835E+07     0.1820892949808982E+07     0.1459678752679108E+07     0.1200795438667689E+07     0.9451834833813625E+06     0.7716556926632301E+06     0.6565720859473541E+06     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00     0.2583900522290082E+10    -0.2847243821770544E+10
    -0.7546682269511202E+08     0.2193226164033628E+08     0.5371563983143117E+07    -0.7492624743961975E+07    -0.5492946144977661E+07     0.1415204899387928E+08    -0.3057006382362094E+04    -0.2329817407689376E+04    -0.1386620167452881E+04    -0.6790064371519187E+03    -0.4231234086172462E+03    -0.3361976686440291E+03    -0.3868802886253753E+03    -0.4555510045140203E+03    -0.4771674007178356E+03    -0.4141909344764236E+03    -0.3329295517655476E+03    -0.2686718216897829E+03     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.5037210645158739E+08     0.9717950464810768E+08
    -0.4419385436942933E+08     0.4535078731715248E+08    -0.1330244466451471E+07     0.2352539809549580E+07     0.9147402131620225E+07    -0.3057006382362094E+04     0.4760510472350426E+07     0.7081263005460850E+03     0.1084240403723129E+03     0.1715723417486509E+03     0.1587956805281468E+03     0.1190339853268851E+03     0.6438615389060712E+02     0.2391847173848132E+02    -0.8097170505712964E+00    -0.9571142731526379E+01    -0.1419903408694214E+02    -0.1553830626903235E+02     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.2196023743540789E+09     0.1148646984586200E+10
    -0.3695407475474025E+08     0.3087547457651826E+08     0.2879107381691545E+06     0.1839492820211342E+07     0.5753905953096797E+07    -0.2329817407689376E+04     0.7081263005460841E+03     0.4145752046461113E+07     0.5860969755909205E+04     0.3552137413058771E+04     0.3135413259580351E+04     0.2296449972787184E+04     0.1222148536997951E+04     0.4373718679204486E+03    -0.2771141534962935E+02    -0.2025960046615600E+03    -0.2815708845424876E+03    -0.2975572872764228E+03     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.3595041407588319E+09    -0.1396934167891056E+09
    -0.3614336094410329E+08     0.2391956810820122E+08     0.1533335800745259E+07     0.1671130528160177E+07     0.4418205901418730E+07    -0.1386620167452882E+04     0.1084240403723124E+03     0.5860969755909198E+04     0.4382126344097047E+07     0.2238315464332595E+05     0.1225379798383359E+05     0.8264991672609733E+04     0.4171367201872021E+04     0.1507000449623887E+04    -0.1657915573142701E+02    -0.6542844920151896E+03    -0.9686632238382060E+03    -0.1042728575534381E+04     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.2805869925073199E+09     0.3787586703287246E+09
    -0.3298796279219821E+08     0.1961422360674306E+08     0.1837230616674358E+07     0.1499696679203841E+07     0.3441508516219540E+07    -0.6790064371519188E+03     0.1715723417486534E+03     0.3552137413058752E+04     0.2238315464332592E+05     0.4347778115432845E+07     0.4417798212459688E+05     0.2008302693324743E+05     0.9210223436378279E+04     0.3247744066412896E+04     0.1518542308322189E+03    -0.1199842028553712E+04    -0.1911275899053371E+04    -0.2117461267373562E+04     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.6155052085918418E+08    -0.7804087633017574E+08
    -0.2909495881683496E+08     0.1845501070976251E+08     0.1363771958594710E+07     0.1386174549294104E+07     0.2820857231440573E+07    -0.4231234086172458E+03     0.1587956805281462E+03     0.3135413259580351E+04     0.1225379798383360E+05     0.4417798212459684E+05     0.3979530883552036E+07     0.5554205788490229E+05     0.1992511628910397E+05     0.6506688354540994E+04     0.5408680584399193E+03    -0.1561492629284733E+04    -0.2563514971145892E+04    -0.2939854852506257E+04     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.3661138271050477E+08    -0.1004734827145976E+09
    -0.2466431803955073E+08     0.1718327248046927E+08     0.8235498851203766E+06     0.1245960411350835E+07     0.2264898581044835E+07    -0.3361976686440289E+03     0.1190339853268853E+03     0.2296449972787191E+04     0.8264991672609747E+04     0.2008302693324738E+05     0.5554205788490234E+05     0.3377664734810165E+07     0.5640432329222842E+05     0.1601595974930722E+05     0.2084080647083526E+04    -0.1668597236979422E+04    -0.2976276275211887E+04    -0.3575904810294597E+04     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.2944494578753060E+08    -0.8028312852754663E+08
    -0.2074903591874656E+08     0.1587939638167701E+08     0.3898131936449945E+06     0.1113350651699197E+07     0.1820892949808982E+07    -0.3868802886253754E+03     0.6438615389060682E+02     0.1222148536997953E+04     0.4171367201871999E+04     0.9210223436378248E+04     0.1992511628910395E+05     0.5640432329222834E+05     0.2741749312901313E+07     0.4031838276310757E+05     0.7612663998445410E+04    -0.5685659016778270E+03    -0.2776917709659170E+04    -0.3696009677992680E+04     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.1873767577795515E+08    -0.4658777019059349E+08
    -0.1744723207679205E+08     0.1432611579499060E+08     0.1193037519217965E+06     0.9843042833743427E+06     0.1459678752679108E+07    -0.4555510045140202E+03     0.2391847173848168E+02     0.4373718679204471E+03     0.1507000449623885E+04     0.3247744066412886E+04     0.6506688354541002E+04     0.1601595974930721E+05     0.4031838276310759E+05     0.2177805727781754E+07     0.1808797058031871E+05     0.2215265156478915E+04    -0.1784236532471219E+04    -0.3183578009098709E+04     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.8457274425179824E+07    -0.1606881581450589E+08
    -0.1512928927173225E+08     0.1286958789322214E+08    -0.6011130635775867E+04     0.8789503534073528E+06     0.1200795438667689E+07    -0.4771674007178354E+03    -0.8097170505712517E+00    -0.2771141534962808E+02    -0.1657915573143063E+02     0.1518542308322160E+03     0.5408680584399142E+03     0.2084080647083526E+04     0.7612663998445400E+04     0.1808797058031871E+05     0.1784919409795915E+07     0.1035746036728192E+05    -0.4250791053453204E+03    -0.2089273384927863E+04     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.1820110481532463E+07     0.4284604712616315E+07
    -0.1249873432535033E+08     0.1096883618997950E+08    -0.7352781566178592E+05     0.7488545127050505E+06     0.9451834833813625E+06    -0.4141909344764236E+03    -0.9571142731526397E+01    -0.2025960046615601E+03    -0.6542844920151895E+03    -0.1199842028553711E+04    -0.1561492629284734E+04    -0.1668597236979421E+04    -0.5685659016778263E+03     0.2215265156478919E+04     0.1035746036728192E+05     0.1423181319497791E+07     0.2688693659516206E+04    -0.7837566581648531E+03     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00     0.5500525373102259E+06     0.1210516538673442E+08
    -0.1063498257339077E+08     0.9513975501914123E+07    -0.1230542921487937E+06     0.6472841278329812E+06     0.7716556926632301E+06    -0.3329295517655476E+03    -0.1419903408694214E+02    -0.2815708845424878E+03    -0.9686632238382067E+03    -0.1911275899053370E+04    -0.2563514971145893E+04    -0.2976276275211888E+04    -0.2776917709659169E+04    -0.1784236532471218E+04    -0.4250791053453202E+03     0.2688693659516207E+04     0.1171413422923716E+07     0.9944110362275065E+03     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00     0.6399503634838769E+06     0.1490884753870158E+08
