#
# This file contains a Fisher matrix created with the CosmicFish code.
#
# The parameters of this Fisher matrix are:
#
#    1    omegabh2    \Omega_b h^2       0.2260000000000000E-01
#    2    omegach2    \Omega_c h^2       0.1120000000000000E+00
#    3    omeganuh2    \Omega_\nu h^2       0.6400000000000001E-03
#    4    h    h       0.7000000000000000E+00
#    5    logA    {\rm{ln}}(10^{10} A_s)       0.3044522437723423E+01
#    6    ns    n_s       0.9600000000000000E+00
#    7    tau    \tau       0.9000000000000000E-01
#    8    Bias_W_13    b_{13}       0.1000000000000000E+01
#    9    Bias_W_14    b_{14}       0.1000000000000000E+01
#   10    Bias_W_15    b_{15}       0.1000000000000000E+01
#   11    Bias_W_16    b_{16}       0.1000000000000000E+01
#   12    Bias_W_17    b_{17}       0.1000000000000000E+01
#   13    Bias_W_18    b_{18}       0.1000000000000000E+01
#   14    Bias_W_19    b_{19}       0.1000000000000000E+01
#   15    Bias_W_20    b_{20}       0.1000000000000000E+01
#   16    Bias_W_21    b_{21}       0.1000000000000000E+01
#   17    Bias_W_22    b_{22}       0.1000000000000000E+01
#   18    Bias_W_23    b_{23}       0.1000000000000000E+01
#   19    Bias_W_24    b_{24}       0.1000000000000000E+01
#   20    alpha_SN    \alpha_{\rm SN}       0.1410000000000000E+00
#   21    beta_SN    \beta_{\rm SN}       0.3101000000000000E+01
#   22    M0_SN    M_0^{\rm SN}       0.1905000000000000E+02
#

     0.5757384197966804E+10    -0.3254711404000773E+10     0.6429399022723281E+10    -0.2620383367788682E+09    -0.1757751997830750E+09    -0.4366212704329935E+09    -0.4432332717470310E+08    -0.5067167978776135E+08    -0.4865730731715180E+08    -0.5111277834268703E+08    -0.4849510233365513E+08    -0.4252855251006134E+08    -0.3594163936126796E+08    -0.3057002816349391E+08    -0.2656422378356432E+08    -0.2424289048726477E+08    -0.2178729196672991E+08    -0.1929791556180011E+08    -0.1336888768713868E+09     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00
    -0.3254711404000773E+10     0.4074344669581462E+10    -0.6859617440635485E+10    -0.2335397156401459E+09     0.1903992052938444E+09     0.4509480607641890E+09     0.1798741460689934E+08     0.5133796716544130E+08     0.3551126364962363E+08     0.2425226030192740E+08     0.1856308785360038E+08     0.1951148172437495E+08     0.2088641527393460E+08     0.2178442851950491E+08     0.2161466402724915E+08     0.2086626923721984E+08     0.1929687905806441E+08     0.1814820982929941E+08    -0.6552377706859928E+08     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00
     0.6429399022723282E+10    -0.6859617440635485E+10     0.1674051460233879E+11     0.2555052178991938E+09    -0.4370306072715172E+09    -0.9930341043912238E+09     0.3768180539873319E+08    -0.1076355832752931E+09    -0.8840342102308150E+08    -0.7477043637286440E+08    -0.5995919072520018E+08    -0.5219181339577933E+08    -0.4719287053739335E+08    -0.4493812370257658E+08    -0.4404440045653350E+08    -0.4185509446069857E+08    -0.3876335515112597E+08    -0.3422294562850223E+08    -0.9512686574241351E+08     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00
    -0.2620383367788682E+09    -0.2335397156401458E+09     0.2555052178991939E+09     0.9347653720432186E+08    -0.6876610271657960E+07    -0.1104403563272643E+08     0.3402023796791928E+07    -0.1182256367039057E+07     0.1587382012495744E+07     0.4269667845165790E+07     0.4912947567252584E+07     0.3627711047320076E+07     0.2144686276308940E+07     0.9797500766696044E+06     0.3085311852911981E+06     0.3041275462379861E+05    -0.9219135389011812E+05    -0.2624961816928507E+06     0.3591482865632351E+08     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00
    -0.1757751997830749E+09     0.1903992052938443E+09    -0.4370306072715172E+09    -0.6876610271657958E+07     0.1416077512160470E+08     0.2757255627703003E+08    -0.4957392015280898E+07     0.2677839272142702E+07     0.2272235382687985E+07     0.2087578298831827E+07     0.1900669528508330E+07     0.1797174604725789E+07     0.1677324183306537E+07     0.1569150382073673E+07     0.1467249606531676E+07     0.1387561507649983E+07     0.1279707088397768E+07     0.1189007738218612E+07     0.4816017820966319E+06     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00
    -0.4366212704329935E+09     0.4509480607641891E+09    -0.9930341043912235E+09    -0.1104403563272643E+08     0.2757255627703003E+08     0.7169954234058592E+08    -0.3627529120473892E+07     0.1051845510422743E+08     0.7255293925431248E+07     0.5663531527851477E+07     0.4504625659030742E+07     0.3801731843933228E+07     0.3203340620299394E+07     0.2739683306598377E+07     0.2363140272216822E+07     0.2091413804112811E+07     0.1805512790305563E+07     0.1589413289892892E+07     0.3228874167345853E+07     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00
    -0.4432332717470310E+08     0.1798741460689935E+08     0.3768180539873319E+08     0.3402023796791929E+07    -0.4957392015280898E+07    -0.3627529120473893E+07     0.9833935021037426E+07    -0.3657508654417561E+04    -0.2500121411150003E+04    -0.1316639276432087E+04    -0.2916157423561705E+03     0.3026387476250840E+02    -0.8417032304930881E+01    -0.2963664683578489E+03    -0.5747109521036310E+03    -0.7011490110350093E+03    -0.6632558445121892E+03    -0.5828228255423884E+03     0.1157237739802080E+05     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00
    -0.5067167978776135E+08     0.5133796716544130E+08    -0.1076355832752931E+09    -0.1182256367039057E+07     0.2677839272142703E+07     0.1051845510422743E+08    -0.3657508654417560E+04     0.5480090183241501E+07     0.1521951310403010E+04     0.2119816282635566E+03     0.3180311088658955E+03     0.2796753455217842E+03     0.2031284480574434E+03     0.1136252821292328E+03     0.4599616824893371E+02     0.5184071636597086E+01    -0.8976835866811957E+01    -0.1057638345608174E+02    -0.1908348868749923E+03     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00
    -0.4865730731715179E+08     0.3551126364962364E+08    -0.8840342102308150E+08     0.1587382012495744E+07     0.2272235382687986E+07     0.7255293925431249E+07    -0.2500121411150003E+04     0.1521951310403003E+04     0.5607574363818215E+07     0.1307892690997547E+05     0.7102122763131811E+04     0.5931068048015576E+04     0.4251236021936877E+04     0.2405310757442329E+04     0.1002181034480077E+04     0.1237440536813906E+03    -0.1879557121740393E+03    -0.2292863455784851E+03    -0.2409977729917878E+04     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00
    -0.5111277834268703E+08     0.2425226030192740E+08    -0.7477043637286440E+08     0.4269667845165792E+07     0.2087578298831826E+07     0.5663531527851477E+07    -0.1316639276432086E+04     0.2119816282635479E+03     0.1307892690997556E+05     0.6664382705729255E+07     0.4995026773148546E+05     0.2279254856245562E+05     0.1481544336463853E+05     0.8504216129259883E+04     0.3837557438402688E+04     0.6287427001648357E+03    -0.6089062542442119E+03    -0.8133922118704000E+03    -0.7753482574123174E+04     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00
