#
# This file contains a Fisher matrix created with the CosmicFish code.
#
# The parameters of this Fisher matrix are:
#
#    1    omegabh2    \Omega_b h^2       0.2260000000000000E-01
#    2    omegach2    \Omega_c h^2       0.1120000000000000E+00
#    3    h    h       0.7000000000000000E+00
#    4    logA    {\rm{ln}}(10^{10} A_s)       0.3044522437723423E+01
#    5    ns    n_s       0.9600000000000000E+00
#    6    tau    \tau       0.9000000000000000E-01
#    7    Bias_W_13    b_{13}       0.1000000000000000E+01
#    8    Bias_W_14    b_{14}       0.1000000000000000E+01
#    9    Bias_W_15    b_{15}       0.1000000000000000E+01
#   10    Bias_W_16    b_{16}       0.1000000000000000E+01
#   11    Bias_W_17    b_{17}       0.1000000000000000E+01
#   12    Bias_W_18    b_{18}       0.1000000000000000E+01
#   13    Bias_W_19    b_{19}       0.1000000000000000E+01
#   14    Bias_W_20    b_{20}       0.1000000000000000E+01
#   15    Bias_W_21    b_{21}       0.1000000000000000E+01
#   16    Bias_W_22    b_{22}       0.1000000000000000E+01
#   17    Bias_W_23    b_{23}       0.1000000000000000E+01
#   18    Bias_W_24    b_{24}       0.1000000000000000E+01
#   19    alpha_SN    \alpha_{\rm SN}       0.1410000000000000E+00
#   20    beta_SN    \beta_{\rm SN}       0.3101000000000000E+01
#   21    M0_SN    M_0^{\rm SN}       0.1905000000000000E+02
#   22    EFTOmega0    \Omega_0^{\rm EFT}       0.1000000000000000E+00
#   23    EFTGamma10    \gamma_0^{(1) {\rm EFT}}       0.0000000000000000E+00
#   24    EFTGamma20    \gamma_0^{(2) {\rm EFT}}       0.0000000000000000E+00
#   25    EFTGamma30    \gamma_0^{(3) {\rm EFT}}       0.0000000000000000E+00
#

     0.6311389059777670E+10    -0.3713199810001582E+10    -0.1873818678368517E+09    -0.1461219412272283E+09    -0.3641420464508301E+09    -0.7796642753599198E+08    -0.4828680051879892E+08    -0.4358512476479631E+08    -0.4443107269899497E+08    -0.4173592659731201E+08    -0.3699409411790571E+08    -0.3162920153900130E+08    -0.2715306490964200E+08    -0.2344372318483275E+08    -0.2329362281077878E+08    -0.1966978924588468E+08    -0.1752071446842701E+08    -0.1643023117776340E+08     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00     0.4500676841934757E+09     0.3591913585880425E+03     0.1800560400609160E+06     0.9858534479051594E+09
    -0.3713199810001582E+10     0.3585214748073008E+10    -0.5621604123659288E+08     0.1672273859901438E+09     0.4028242664009833E+09     0.2327450934742912E+08     0.4847787095624670E+08     0.3363548902382070E+08     0.2476717707461900E+08     0.1990845141480926E+08     0.1990240888342783E+08     0.2009455914883579E+08     0.2005210267675455E+08     0.1965513470610865E+08     0.1653595628394821E+08     0.1674723507543380E+08     0.1589510170626323E+08     0.1495415856531436E+08     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.5199449228077137E+09     0.9947701143029739E+03     0.3952570462050608E+06    -0.1000772427642873E+10
    -0.1873818678368517E+09    -0.5621604123659280E+08     0.4971252811675657E+08    -0.6982587092953131E+07    -0.1339598221285907E+08     0.5279303472188478E+07    -0.1221301349236900E+07     0.9017758723052966E+06     0.2833022464451375E+07     0.3320447152367287E+07     0.2465126808902659E+07     0.1455868493856625E+07     0.6522105374848556E+06     0.8821790257941243E+05     0.6497884822782739E+06    -0.1643233011862311E+05    -0.1713328924205714E+06    -0.2169856257196291E+06     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00     0.2836403020306884E+08    -0.2829034864977147E+03    -0.1149721703779166E+06     0.3269910086542922E+08
    -0.1461219412272283E+09     0.1672273859901438E+09    -0.6982587092953130E+07     0.1452106624182354E+08     0.2601253375515174E+08    -0.7287867636768020E+07     0.2542492105181412E+07     0.2087787935342788E+07     0.1920061921527043E+07     0.1750755350812297E+07     0.1652196900085691E+07     0.1531739325853239E+07     0.1420967569964116E+07     0.1323520827924739E+07     0.1200387217968578E+07     0.1131049829756932E+07     0.1062060690629977E+07     0.9972444364806314E+06     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.2887083597260341E+08     0.3085815176061639E+02     0.6345729527817726E+04    -0.5883859575799409E+08
    -0.3641420464508300E+09     0.4028242664009833E+09    -0.1339598221285907E+08     0.2601253375515174E+08     0.6574578155474209E+08    -0.5472142906988943E+07     0.9947397619150275E+07     0.6616198501664417E+07     0.5163567675887234E+07     0.4105960495124196E+07     0.3451669337603647E+07     0.2880511817133402E+07     0.2434885485010633E+07     0.2072811755791227E+07     0.1860306147544446E+07     0.1584369689972891E+07     0.1396878556601639E+07     0.1273135958923466E+07     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.6401252689541574E+08     0.5278721758557511E+02     0.1500696914595193E+05    -0.1302481303182415E+09
    -0.7796642753599200E+08     0.2327450934742912E+08     0.5279303472188478E+07    -0.7287867636768020E+07    -0.5472142906988944E+07     0.1402672123367504E+08    -0.3269567570787411E+04    -0.2224725366117972E+04    -0.1324711714745619E+04    -0.5498058125930683E+03    -0.2854706818579442E+03    -0.2694838857756185E+03    -0.4276543014824471E+03    -0.6424189608648113E+03    -0.4013358708940105E+02    -0.4820707183578596E+03    -0.4844023996186448E+03    -0.3806933171427892E+03     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00     0.1228166202142844E+07    -0.2938906230244196E+02    -0.5699637983225717E+03     0.1774734591786464E+07
    -0.4828680051879892E+08     0.4847787095624668E+08    -0.1221301349236900E+07     0.2542492105181412E+07     0.9947397619150275E+07    -0.3269567570787411E+04     0.5171284183667778E+07     0.1097600751455946E+04     0.1541602142996371E+03     0.2337803829184097E+03     0.2074385533034611E+03     0.1520092229225166E+03     0.8655839141513393E+02     0.3895535617812929E+02    -0.1308667674780003E+02    -0.1483642952994012E+02    -0.1139143023233487E+02    -0.1123296868923035E+02     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.7516129569177226E+07     0.1112318815372790E+00    -0.9798121411004182E+03    -0.1528503796068821E+08
    -0.4358512476479630E+08     0.3363548902382071E+08     0.9017758723052966E+06     0.2087787935342788E+07     0.6616198501664416E+07    -0.2224725366117972E+04     0.1097600751455947E+04     0.4918080697526217E+07     0.9256270566899146E+04     0.5066358071070455E+04     0.4272727273141244E+04     0.3070759975902823E+04     0.1759470564114729E+04     0.7799223292449109E+03    -0.9784212388429049E+02    -0.2485039683708783E+03    -0.2347274365279586E+03    -0.2252860395087658E+03     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.5375456108336683E+07    -0.3146684068689180E+02    -0.1456977755861678E+05    -0.1204669214665626E+08
    -0.4443107269899496E+08     0.2476717707461901E+08     0.2833022464451375E+07     0.1920061921527044E+07     0.5163567675887234E+07    -0.1324711714745619E+04     0.1541602142996389E+03     0.9256270566899180E+04     0.5568794695450210E+07     0.3515262442481166E+05     0.1652487096758658E+05     0.1082185209603940E+05     0.6225398086374503E+04     0.2946201820745729E+04    -0.1185017565720257E+03    -0.8069735565692785E+03    -0.8286420322472303E+03    -0.8110913594752112E+03     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.3745375855737643E+07    -0.1869652486507206E+02    -0.1331670089991216E+05    -0.1036378792825896E+08
    -0.4173592659731201E+08     0.1990845141480926E+08     0.3320447152367287E+07     0.1750755350812297E+07     0.4105960495124196E+07    -0.5498058125930670E+03     0.2337803829184097E+03     0.5066358071070382E+04     0.3515262442481176E+05     0.5829308960066848E+07     0.6959927651518599E+05     0.2763573460454901E+05     0.1362261574967306E+05     0.6009865553861720E+04    -0.9234857509687453E+02    -0.1457846041596164E+04    -0.1675455910238525E+04    -0.1692750991741268E+04     0.0000000000000000E+00     0.0000000000000000E+00     0.0000000000000000E+00    -0.2453634136521169E+07    -0.2357482021617910E+02    -0.1175592718639116E+05    -0.8842942595980890E+07
